datetime,average
2015-03-04 09:42:58,277.03
2015-03-04 09:43:59,277.44
2015-03-04 09:45:20,277.55
2015-03-04 09:46:28,277.46
2015-03-04 09:47:58,277.69
2015-03-04 09:49:29,277.88
2015-03-04 09:50:50,276.74
2015-03-04 09:51:59,276.81
2015-03-04 09:53:19,277.14
2015-03-04 09:54:29,277.12
2015-03-04 09:55:49,277.19
2015-03-04 09:56:59,276.51
2015-03-04 09:58:21,276.54
2015-03-04 09:59:50,276.77
2015-03-04 10:00:59,276.77
2015-03-04 10:02:19,276.7
2015-03-04 10:03:29,276.59
2015-03-04 10:04:50,276.43
2015-03-04 10:06:20,276.22
2015-03-04 10:07:29,276.21
2015-03-04 10:08:50,276.2
2015-03-04 10:09:51,276.27
2015-03-04 10:11:22,276.16
2015-03-04 10:12:50,276.19
2015-03-04 10:13:52,276.27
2015-03-04 10:15:22,276.85
2015-03-04 10:16:50,276.93
2015-03-04 10:17:51,277.1
2015-03-04 10:19:21,277.05
2015-03-04 10:20:52,277.47
2015-03-04 10:22:19,277.38
2015-03-04 10:23:22,277.7
2015-03-04 10:24:51,277.52
2015-03-04 10:26:21,277.38
2015-03-04 10:27:22,277.54
2015-03-04 10:28:51,277.39
2015-03-04 10:29:52,277.24
2015-03-04 10:31:21,277.23
2015-03-04 10:32:51,277.88
2015-03-04 10:34:21,278.3
2015-03-04 10:35:23,278.29
2015-03-04 10:36:51,278.42
2015-03-04 10:38:22,277.98
2015-03-04 10:39:50,277.98
2015-03-04 10:40:52,277.87
2015-03-04 10:42:22,277.86
2015-03-04 10:43:53,277.91
2015-03-04 10:45:23,277.88
2015-03-04 10:46:52,278.04
2015-03-04 10:48:21,278.32
2015-03-04 10:49:22,278.4
2015-03-04 10:50:53,278.87
2015-03-04 10:52:22,279.4
2015-03-04 10:53:23,278.88
2015-03-04 10:54:51,279.02
2015-03-04 10:55:52,278.91
2015-03-04 10:57:21,278.9
2015-03-04 10:58:22,278.85
2015-03-04 10:59:52,278.59
2015-03-04 11:00:53,278.02
2015-03-04 11:02:23,278.16
2015-03-04 11:03:53,277.97
2015-03-04 11:05:22,277.82
2015-03-04 11:06:23,277.81
2015-03-04 11:07:52,278.26
2015-03-04 11:09:21,278.12
2015-03-04 11:10:23,278.2
2015-03-04 11:11:52,278.13
2015-03-04 11:12:53,278.05
2015-03-04 11:14:23,278.29
2015-03-04 11:15:52,278.04
2015-03-04 11:17:22,278.16
2015-03-04 11:18:52,278.04
2015-03-04 11:19:53,278.12
2015-03-04 11:21:22,279.33
2015-03-04 11:22:52,279.17
2015-03-04 11:24:21,278.77
2015-03-04 11:25:22,278.34
2015-03-04 11:26:53,278.34
2015-03-04 11:28:24,278.16
2015-03-04 11:29:54,278.4
2015-03-04 11:31:23,278.79
2015-03-04 11:32:54,278.83
2015-03-04 11:34:23,279.89
2015-03-04 11:35:53,279.92
2015-03-04 11:37:23,279.79
2015-03-04 11:38:52,279.42
2015-03-04 11:39:54,279.75
2015-03-04 11:41:23,279.8
2015-03-04 11:42:25,279.91
2015-03-04 11:43:55,279.7
2015-03-04 11:45:23,279.89
2015-03-04 11:46:24,279.77
2015-03-04 11:47:55,279.72
2015-03-04 11:49:25,279.59
2015-03-04 11:50:55,279.77
2015-03-04 11:52:24,279.78
2015-03-04 11:53:25,279.78
2015-03-04 11:54:56,279.87
2015-03-04 11:56:27,279.77
2015-03-04 11:57:57,279.74
2015-03-04 11:59:27,279.96
2015-03-04 12:00:28,279.79
2015-03-04 12:01:56,279.83
2015-03-04 12:02:57,279.94
2015-03-04 12:04:26,280.07
2015-03-04 12:05:56,280.29
2015-03-04 12:07:25,282.14
2015-03-04 12:08:26,281.89
2015-03-04 12:09:27,281.48
2015-03-04 12:10:56,281.01
2015-03-04 12:11:57,280.86
2015-03-04 12:13:27,281.07
2015-03-04 12:14:57,281.02
2015-03-04 12:16:27,280.41
2015-03-04 12:17:57,280.14
2015-03-04 12:18:58,278.97
